date,tt,rh,pp,ws,wd,sr,rr
2024-01-02 22:50:00+00,25.63,90.2,993.8622,0.372,64.44,28.42,0.0
2024-01-02 23:00:00+00,25.74,90.1,994.027,0.038,94.7,56.01,0.0
2024-01-02 23:10:00+00,26.1,90.0,994.347,0.246,50.33,86.8,0.0
2024-01-02 23:20:00+00,26.46,87.6,994.5601,0.359,57.51,101.9,0.0
2024-01-02 23:30:00+00,26.75,85.4,994.5279,0.711,68.77,133.4,0.0
2024-01-02 23:40:00+00,27.04,83.4,994.6199,0.719,65.44,161.8,0.0
2024-01-02 23:50:00+00,27.28,80.8,994.6914,0.805,82.6,190.3,0.0
2024-01-03 00:00:00+00,27.6,77.87,994.723,0.79,129.0,197.0,0.0
2024-01-03 00:10:00+00,27.75,77.88,994.7826,0.575,70.21,184.0,0.0
2024-01-03 00:20:00+00,27.87,77.88,994.9088,0.813,133.9,212.5,0.0
2024-01-03 00:30:00+00,27.99,77.92,995.0646,0.792,183.4,233.0,0.0
2024-01-03 00:40:00+00,28.2,78.06,995.0445,0.361,154.2,217.9,0.0
2024-01-03 00:50:00+00,28.38,77.02,995.1086,0.45,143.9,277.5,0.0
2024-01-03 01:00:00+00,28.85,75.05,995.2301,0.427,208.6,365.8,0.0
2024-01-03 01:10:00+00,29.27,73.77,995.2836,0.476,167.7,458.3,0.0
2024-01-03 01:20:00+00,29.31,72.92,995.3334,0.5,117.6,494.1,0.0
2024-01-03 01:30:00+00,29.53,71.85,995.3582,0.82,300.0,472.6,0.0
2024-01-03 01:40:00+00,29.45,71.65,995.3646,0.866,180.3,510.2,0.0
2024-01-03 01:50:00+00,29.75,71.17,995.3713,0.587,140.8,514.2,0.0
2024-01-03 02:00:00+00,30.07,69.52,995.5568,0.448,235.7,487.8,0.0
2024-01-03 02:10:00+00,30.74,68.25,995.5485,0.807,57.34,689.6,0.0
2024-01-03 02:20:00+00,30.91,67.52,995.3754,1.258,69.0,654.0,0.0
2024-01-03 02:30:00+00,31.05,66.31,995.1903,0.722,101.0,724.5,0.0
2024-01-03 02:40:00+00,31.87,63.38,995.0076,1.038,98.8,801.0,0.0
2024-01-03 02:50:00+00,32.25,61.35,994.8207,1.088,126.9,820.0,0.0
2024-01-03 03:00:00+00,32.27,61.01,994.7154,1.01,182.9,763.2,0.0
2024-01-03 03:10:00+00,31.87,60.87,994.7136,0.874,182.7,802.0,0.0
2024-01-03 03:20:00+00,32.26,60.62,994.583,0.679,225.2,584.2,0.0
2024-01-03 03:30:00+00,31.8,61.9,994.5154,0.657,186.2,233.4,0.0
2024-01-03 03:40:00+00,31.5,64.33,994.4679,0.656,89.7,203.0,0.0
2024-01-03 03:50:00+00,31.5,63.69,994.4756,0.421,126.1,219.2,0.0
2024-01-03 04:00:00+00,31.55,63.3,994.3464,0.188,108.0,242.8,0.0
2024-01-03 04:10:00+00,31.59,66.67,994.1916,1.22,211.1,248.3,0.0
2024-01-03 04:20:00+00,31.39,69.69,994.0234,1.482,223.5,231.6,0.0
2024-01-03 04:30:00+00,30.71,72.19,993.9195,1.804,219.3,127.1,0.0
