date,tt,rh,pp,ws,wd,sr,rr
2024-01-02 07:00:00+00,25.57,72.01,846.0733,2.06,291.9,407.5,0.0
2024-01-02 07:10:00+00,24.89,74.03,846.0571,2.263,301.4,349.5,0.0
2024-01-02 07:20:00+00,24.58,75.06,845.9433,1.623,304.3,277.4,0.0
2024-01-02 07:30:00+00,23.74,78.1,845.8983,2.063,291.8,199.1,0.0
2024-01-02 07:40:00+00,23.29,77.3,845.7999,2.368,313.3,151.7,0.0
2024-01-02 07:50:00+00,22.94,79.98,845.75,2.036,312.4,135.4,0.0
2024-01-02 08:00:00+00,22.71,84.2,845.7,2.048,303.7,122.7,0.0
2024-01-02 08:10:00+00,22.52,86.2,845.5999,1.444,258.0,125.0,0.0
2024-01-02 08:20:00+00,22.17,86.7,845.5716,1.804,300.5,71.98,0.0
2024-01-02 08:30:00+00,21.98,87.0,845.5,1.749,318.7,70.74,0.0
2024-01-02 08:40:00+00,21.73,87.3,845.5,1.92,300.9,75.56,0.0
2024-01-02 08:50:00+00,21.82,87.0,845.5333,1.577,269.8,89.7,0.0
2024-01-02 09:00:00+00,21.8,87.6,845.5999,1.083,282.4,49.79,0.0
2024-01-02 09:10:00+00,21.57,89.1,845.6464,1.55,285.4,29.95,0.0
2024-01-02 09:20:00+00,21.31,90.0,845.6817,1.852,298.7,39.86,0.0
2024-01-02 09:30:00+00,21.37,90.7,845.7,0.917,286.8,29.33,0.0
2024-01-02 09:40:00+00,21.34,89.9,845.79,2.011,292.9,38.54,0.0
2024-01-02 09:50:00+00,21.05,91.0,845.8666,2.552,303.7,11.91,0.0
2024-01-02 10:00:00+00,20.84,91.8,845.9834,1.774,292.1,9.62,0.0
2024-01-02 10:10:00+00,20.8,91.6,846.1338,1.495,297.0,11.1,0.0
2024-01-02 10:20:00+00,20.84,91.5,846.285,1.149,287.2,15.11,0.0
2024-01-02 10:30:00+00,20.87,92.5,846.3333,1.236,285.2,10.28,0.0
2024-01-02 10:40:00+00,20.78,93.3,846.3466,0.8,284.9,12.9,0.0
2024-01-02 10:50:00+00,20.78,94.0,846.5166,0.589,246.3,3.83,0.0
2024-01-02 11:00:00+00,20.56,94.3,846.6766,1.465,152.8,0.661,0.0
2024-01-02 11:10:00+00,20.19,95.0,846.7999,1.034,101.6,0.313,0.0
2024-01-02 11:20:00+00,20.19,95.3,846.7999,1.198,137.3,0.574,0.0
2024-01-02 11:30:00+00,20.1,95.5,846.8683,1.373,232.1,0.0,0.0
2024-01-02 11:40:00+00,19.91,95.8,847.0,0.859,145.0,0.0,0.0
2024-01-02 11:50:00+00,19.82,95.7,847.135,0.594,227.7,0.0,0.0
2024-01-02 12:00:00+00,19.74,96.0,847.2933,0.435,181.9,0.0,0.0
2024-01-02 12:10:00+00,19.7,96.2,847.4,0.558,211.4,0.0,0.0
2024-01-02 12:20:00+00,19.66,96.4,847.6682,0.006,164.5,0.0,0.0
2024-01-02 12:30:00+00,19.7,96.5,847.8834,0.05,128.0,0.0,0.0
2024-01-02 12:40:00+00,19.76,96.6,847.975,0.195,256.4,0.0,0.0
2024-01-02 12:50:00+00,19.7,96.7,848.1233,0.187,210.5,0.0,0.0
2024-01-02 13:00:00+00,19.59,96.5,848.2999,0.213,147.1,0.0,0.0
