date,tt,rh,pp,ws,wd,sr,rr
2024-01-02 07:10:00+00,31.32,70.33,999.1699,1.109,249.3,438.6,0.0
2024-01-02 07:20:00+00,31.95,69.25,999.1449,1.304,255.7,682.2,0.0
2024-01-02 07:30:00+00,31.88,68.89,998.995,1.098,246.4,502.2,0.0
2024-01-02 07:40:00+00,31.91,68.86,998.84,0.799,258.2,516.6,0.0
2024-01-02 07:50:00+00,31.98,68.01,998.7199,0.773,253.2,442.0,0.0
2024-01-02 08:00:00+00,31.96,66.65,998.695,1.12,270.5,403.7,0.0
2024-01-02 08:10:00+00,32.02,66.15,998.5999,0.984,266.8,462.2,0.0
2024-01-02 08:20:00+00,31.96,66.28,998.585,1.238,269.3,378.8,0.0
2024-01-02 08:30:00+00,31.8,67.73,998.5599,1.01,287.7,312.7,0.0
2024-01-02 08:40:00+00,31.6,69.15,998.6499,0.494,285.5,204.6,0.0
2024-01-02 08:50:00+00,31.16,72.03,998.59,0.401,280.5,136.2,0.0
2024-01-02 09:00:00+00,30.92,72.4,998.73,0.728,220.2,110.8,0.0
2024-01-02 09:10:00+00,30.75,73.9,998.965,0.562,133.3,42.13,0.0
2024-01-02 09:20:00+00,30.53,75.51,999.0,0.519,114.5,39.43,0.0
2024-01-02 09:30:00+00,30.4,75.24,999.0,0.78,82.4,23.82,0.0
2024-01-02 09:40:00+00,30.27,74.83,999.0099,0.708,30.43,42.95,0.0
2024-01-02 09:50:00+00,30.27,74.35,999.23,0.76,51.17,25.66,0.0
2024-01-02 10:00:00+00,30.19,75.97,999.4,0.603,79.35,16.9,0.0
2024-01-02 10:10:00+00,30.04,75.8,999.405,0.857,80.5,21.54,0.0
2024-01-02 10:20:00+00,29.86,76.88,999.5399,0.717,97.0,19.0,0.0
2024-01-02 10:30:00+00,29.74,77.58,999.78,0.532,114.4,13.6,0.0
2024-01-02 10:40:00+00,29.59,78.09,999.985,0.857,138.7,9.3,0.0
2024-01-02 10:50:00+00,29.57,77.34,1000.16,0.944,126.1,5.919,0.0
2024-01-02 11:00:00+00,29.51,79.64,1000.195,0.774,209.2,2.647,0.0
2024-01-02 11:10:00+00,29.33,80.8,1000.375,0.766,206.4,0.364,0.0
2024-01-02 11:20:00+00,29.2,81.1,1000.31,0.706,216.3,0.0,0.0
2024-01-02 11:30:00+00,29.12,81.5,1000.51,0.485,85.2,0.0,0.0
2024-01-02 11:40:00+00,29.05,83.3,1000.63,0.594,139.9,0.0,0.0
2024-01-02 11:50:00+00,29.04,82.8,1000.885,0.61,247.4,0.0,0.0
2024-01-02 12:00:00+00,29.12,82.7,1001.17,0.733,305.5,0.0,0.0
2024-01-02 12:10:00+00,29.11,81.5,1001.225,1.097,251.0,0.0,0.0
2024-01-02 12:20:00+00,29.14,81.6,1001.505,0.575,243.9,0.0,0.0
2024-01-02 12:30:00+00,29.06,83.1,1001.695,0.796,255.3,0.0,0.0
2024-01-02 12:40:00+00,28.91,83.5,1001.815,0.836,271.5,0.0,0.0
2024-01-02 12:50:00+00,29.03,82.4,1002.09,0.785,188.5,0.0,0.0
2024-01-02 13:00:00+00,29.0,83.1,1002.23,0.904,219.0,0.0,0.0
2024-01-02 13:10:00+00,28.94,84.3,1002.39,0.704,175.0,0.0,0.0
2024-01-02 13:20:00+00,28.88,84.6,1002.505,0.691,239.9,0.0,0.0
2024-01-02 13:30:00+00,28.9,84.3,1002.67,0.9,302.1,0.0,0.0
2024-01-02 13:40:00+00,28.98,83.4,1002.6,0.846,271.8,0.0,0.0
2024-01-02 13:50:00+00,28.87,84.8,1002.63,0.29,180.6,0.0,0.0
2024-01-02 14:00:00+00,28.7,85.4,1002.7,0.715,258.1,0.0,0.0
2024-01-02 14:10:00+00,28.71,85.9,1002.605,0.557,199.6,0.0,0.0
2024-01-02 14:20:00+00,28.63,86.9,1002.725,0.213,226.6,0.0,0.0
2024-01-02 14:30:00+00,28.51,88.1,1002.825,0.056,240.0,0.0,0.0
2024-01-02 14:40:00+00,28.41,88.5,1002.9,0.012,119.1,0.0,0.0
2024-01-02 14:50:00+00,28.39,88.2,1002.92,0.25,306.2,0.0,0.0
2024-01-02 15:00:00+00,28.45,88.5,1003.0,0.512,232.4,0.0,0.0
2024-01-02 15:10:00+00,28.5,84.0,1003.0,1.364,229.9,0.0,0.0
2024-01-02 15:20:00+00,28.54,83.5,1002.97,1.252,230.3,0.0,0.0
2024-01-02 15:30:00+00,28.42,84.3,1002.9,1.08,229.0,0.0,0.0
2024-01-02 15:40:00+00,28.25,85.3,1002.9,1.09,227.0,0.0,0.0
2024-01-02 15:50:00+00,28.02,86.4,1002.9,0.55,188.9,0.0,0.0
2024-01-02 16:00:00+00,27.89,87.7,1002.9,0.542,166.4,0.0,0.0
2024-01-02 16:10:00+00,27.75,88.6,1002.9,0.677,184.9,0.0,0.0
2024-01-02 16:20:00+00,27.64,89.4,1002.975,0.8,160.2,0.0,0.0
2024-01-02 16:30:00+00,27.61,90.0,1002.89,0.785,178.5,0.0,0.0
2024-01-02 16:40:00+00,27.59,90.0,1002.7,0.758,205.4,0.0,0.0
2024-01-02 16:50:00+00,27.59,89.5,1002.53,0.77,228.4,0.0,0.0
2024-01-02 17:00:00+00,27.64,88.5,1002.24,1.014,252.6,0.0,0.0
2024-01-02 17:10:00+00,27.74,87.9,1002.21,0.694,197.3,0.0,0.0
2024-01-02 17:20:00+00,27.74,89.1,1002.295,0.476,155.7,0.0,0.0
2024-01-02 17:30:00+00,27.62,89.5,1002.195,0.182,183.3,0.0,0.0
2024-01-02 17:40:00+00,27.46,89.7,1002.01,0.294,189.0,0.0,0.0
2024-01-02 17:50:00+00,27.39,90.4,1001.775,0.392,187.4,0.0,0.0
2024-01-02 18:00:00+00,27.29,91.0,1001.525,0.345,190.4,0.0,0.0
2024-01-02 18:10:00+00,27.28,91.8,1001.51,0.601,170.9,0.145,0.0
2024-01-02 18:20:00+00,27.48,89.9,1001.4,1.227,251.5,0.419,0.0
2024-01-02 18:30:00+00,27.85,85.9,1001.305,1.957,278.1,0.099,0.0
2024-01-02 18:40:00+00,27.6,84.8,1001.35,1.831,278.0,0.0,0.8
2024-01-02 18:50:00+00,26.55,89.9,1001.245,1.948,275.4,0.0,5.0
2024-01-02 19:00:00+00,25.89,93.3,1001.2,2.025,277.6,0.0,0.4
2024-01-02 19:10:00+00,25.73,94.4,1001.14,1.662,269.9,0.0,0.0
2024-01-02 19:20:00+00,25.48,93.6,1000.96,1.54,265.2,0.0,0.0
2024-01-02 19:30:00+00,25.37,93.9,1000.8,1.111,259.2,0.0,0.0
